,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KILLINOCHCHI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,167",162,"8,004","18,333","5,106",89,"3,988","9,184","10,018",178,"7,322","17,518","9,615",160,"7,475","17,250","9,868",146,"5,607","15,620","9,361",168,"8,929","18,458",-,-,-,-,-,-,-,"16,337","8,802",186,"7,137","16,125","9,982",182,"6,016","16,181","8,976",-,"6,454","15,429","4,625",228,839,"5,691",-,-,-,-,-,-,-,-,"1,538",384,36,"1,959",-,-,-,-,"4,507",292,"4,982","9,781","4,439",288,"4,907","9,634","5,067",158,"3,716","8,941","8,453",495,"7,637","16,585","8,492",491,"8,129","17,113","5,731",388,"8,205","14,324","5,731",408,"8,206","14,345","5,827",437,"6,192","12,456",-,-,-,-,-,-,-,-,"6,232",510,"5,462","12,204","10,176",178,"10,124","20,478","5,370",229,"5,808","11,407","9,789",162,"3,447","13,398","9,922",488,"10,762","21,172","11,273",344,"12,551","24,168","9,838",304,"4,921","15,063","11,407",553,"12,508","24,468","11,258",521,"14,389","26,168","12,088",553,"14,524","27,165","12,171",578,"14,609","27,358","12,171",577,"14,655","27,403","11,880",425,"15,207","27,512","11,839",425,"15,553","27,817"
BATTICALOA,-,-,-,"38,896",-,-,-,"37,260",-,-,-,"41,987",-,-,-,"26,725",-,-,-,"43,661","6,738",839,"15,969","23,146","12,878","1,190","85,610","37,678","9,199",456,"17,133","26,787","11,202",740,"16,255","28,196","8,006",429,"2,945","11,381","12,485",436,"9,973","22,894","14,890",919,"20,789","36,598",-,-,-,-,"11,544",639,"17,700","29,883","11,348",719,"18,479","30,547","10,336",387,"16,694","27,418","11,914",440,"16,423","28,777","7,585",420,"12,122","20,127","7,242",480,"8,528","16,250","11,293","1,194","22,496","34,983","11,831","1,240","20,858","33,929","12,220","1,310","21,934","35,463","13,956","1,533","24,322","39,811","13,084","1,502","20,309","34,895","16,401","1,859","26,051","44,311","17,363","1,923","26,174","45,460","17,108","1,897","26,313","45,318","17,156","2,040","27,378","46,573","5,108",55,"9,522","14,685","7,661",341,"9,028","17,030","19,185","1,711","24,958","45,854","21,095","2,463","30,771","54,329","7,049",45,"7,330","14,424","22,300","2,288","27,527","52,115","21,401","3,110","38,236","62,747","20,911","3,127","38,166","62,204","15,172","2,850","32,844","50,866","18,152","2,801","35,448","56,401","17,788","2,609","16,469","36,866","22,656","3,625","38,515","64,796","24,554","3,841","38,819","67,214","20,161","3,518","37,565","61,244","23,698","3,815","38,117","65,630","24,312","3,830","38,378","66,520","30,212","4,014","37,207","71,433","26,347","3,806","36,838","66,991"
AMPARA,-,-,-,"41,779",-,-,-,"40,609",-,-,-,"48,638",-,-,-,"41,433",-,-,-,"46,702","22,984","1,248","5,429","29,661","37,812","1,514","3,812","45,138","38,119",966,"3,898","42,983","42,202","1,095","4,240","47,537","44,401",928,"3,030","48,359","45,521",591,"3,804","49,916","47,093",898,"4,623","52,614","35,954",593,"2,096","38,643","42,853",585,"2,566","46,004","47,285",847,"3,656","51,785","38,838","8,425","4,040","51,302","48,791","1,070","4,715","54,576","46,850",807,"3,371","51,027","49,721",715,"3,212","53,648","51,789",978,"4,180","56,947","50,493",839,"3,574","54,907","47,865",925,"3,419","52,209","52,855",876,"3,316","57,047","51,949",913,"3,358","56,220","49,571","2,022","5,131","56,724","48,444","2,051","5,479","55,974","51,325","2,053","5,910","59,288","54,942","2,031","5,660","62,632","46,823","1,154","3,770","51,747","57,949","1,692","4,794","64,435","60,216","2,068","6,164","68,448","59,265","2,301","8,275","69,840","33,549","1,243","4,890","39,682","59,562","2,938","9,377","71,877","62,321","3,802","14,334","80,456","62,435","3,577","12,969","78,981","60,146","3,821","14,965","78,932","61,773","3,783","15,196","80,752","59,214","1,507","7,016","67,737","60,974","4,392","10,958","76,324","59,903","4,452","12,005","76,360","58,060","4,123","14,611","76,794","60,426","4,396","15,110","79,932","61,535","4,612","15,083","81,230","60,720","3,457","15,709","79,886","53,088","3,352","14,605","71,045"
TRINCOMALEE,-,-,-,"26,399",-,-,-,"27,602",-,-,-,"26,803",-,-,-,"22,724",-,-,-,"32,079","15,473","2,818","9,035","27,326","17,598","3,230","8,505","29,333","10,956","1,543","3,610","16,010","6,607","1,349","2,365","10,321","6,254","1,529","3,857","11,640","4,972",972,"1,745","7,689","9,257","1,208","1,870","12,335",-,-,-,-,-,-,-,"14,217","13,272","1,974","4,397","19,643","14,194","2,253","5,093","21,541","12,659","2,243","4,785","19,687","9,772","1,434",469,"11,675","12,343","2,023","6,111","20,477","12,540","2,665","4,965","20,171","13,616","2,140","4,749","20,505","13,711","2,189","4,858","20,758","14,517","2,215","5,360","22,092","14,804","3,059","5,836","23,699","14,856","3,181","7,023","25,060","15,838","3,253","5,301","24,392","15,023","3,357","6,257","24,637","14,565","2,897","5,733","23,195","11,527","1,575","2,824","15,926","10,615","2,371","3,606","16,592","14,493","3,211","5,265","22,969","15,238","4,759","6,524","26,521","14,109","4,615","4,467","23,191","17,198","5,622","7,341","30,160","16,434","7,464","7,208","31,107","13,308","3,632","4,817","21,757","15,111","7,186","5,921","28,218","18,014","8,636","7,570","34,220","15,127","2,601",647,"18,375","20,463","7,626","9,918","38,007","20,243","7,642","10,583","38,468","20,399","6,887","10,999","38,285","21,161","7,530","11,147","39,838","21,071","7,490","11,068","39,629","24,809","10,065","13,700","48,574","24,685","9,982","13,816","48,483"
KURUNEGALA,-,-,-,"64,846",-,-,-,"66,230",-,-,-,"70,613",-,-,-,"54,909",-,-,-,"60,449","8,951","26,385","27,724","63,060","12,231","30,059","28,661","70,951","12,034","30,858","28,632","71,524","8,076","4,010","6,014","18,100","11,992","25,270","27,297","64,559","10,786","20,645","24,764","56,195","12,060","26,197","27,099","65,356","11,527","28,484","28,823","68,835","12,492","29,337","26,651","68,480","10,649","32,141","26,743","69,533","12,223","33,380","28,980","74,583","12,122","26,067","25,080","63,270","11,895","13,001","7,184","32,081","11,228","21,456","22,575","55,259","12,097","32,623","27,656","72,376","11,113","29,639","27,322","68,074","10,890","27,701","27,094","65,686","7,573","15,329","21,490","44,392","10,224","21,752","23,704","55,680","10,955","28,592","24,816","64,363","7,829","8,891","4,068","20,788","11,733","24,598","24,163","60,493","12,691","32,636","27,879","73,205","12,683","32,519","24,533","69,736","15,223","32,005","28,014","75,243","13,342","34,479","28,991","76,812","11,735","28,190","28,098","68,023","15,474","35,137","29,596","80,206","10,992","24,090","21,636","56,718","14,825","38,251","27,774","80,851","11,851","22,725","20,904","55,480","15,702","35,065","26,341","77,108","15,506","37,384","27,735","80,625","8,180","6,933","3,368","18,481","11,691","13,914","16,936","42,541","17,937","35,999","26,139","80,075","17,871","37,501","26,639","82,011","17,078","33,230","25,326","75,634","17,562","37,171","25,876","80,609","17,523","34,276","26,058","77,857","15,950","33,754","24,978","74,682"
PUTTALAM,-,-,-,"10,651",-,-,-,"11,752",-,-,-,"11,866",-,-,-,"8,779",-,-,-,"10,010","1,677","5,763","2,323","19,763","2,967","3,941","1,909","10,817","4,348","6,830","1,885","13,064","3,598","2,215",111,"5,924","1,883","4,923","1,107","7,914","5,212","5,426",807,"11,445","2,306","4,242",645,"7,193","3,515","6,077","1,219","10,811","4,546","6,989","1,853","13,388","4,924","6,988","1,480","13,392","5,455","7,110","1,427","13,993","5,133","5,530","1,044","11,707","4,535","5,885",690,"11,110","2,707","4,335",610,"7,652","5,221","6,990","1,399","13,609","6,117","5,793","1,127","13,038","2,519","5,386","1,094","8,999","1,991","2,885",614,"5,490","3,186","3,671",516,"7,373","6,237","7,885","1,025","15,148","3,472","3,270",431,"7,173","4,725","5,108",677,"10,510","5,287","5,296",680,"11,263","5,309","5,940",525,"11,774","4,536","6,265","1,248","12,050","7,684","9,971","1,886","19,541","3,945","8,299","1,991","14,236","7,004","10,198","2,171","19,373","4,565","6,366","1,158","12,089","7,085","9,915","1,830","18,830","4,592","7,073",923,"12,588","6,982","9,582","1,726","18,290","7,638","10,024","1,908","19,570","3,961","2,273",543,"6,777","2,051","2,588",540,"5,179","7,870","10,720","1,803","20,393","7,359","10,718","1,511","19,588","7,978","9,409","1,847","19,234","7,836","9,793","1,849","19,478","6,595","10,245","2,193","19,033","7,482","10,031","1,987","19,500"
ANURADHAPURA,-,-,-,"72,864",-,-,-,"73,228",-,-,-,"59,055",-,-,-,"28,965",-,-,-,"32,792","21,067","26,792","1,132","49,792","20,642","21,767","1,427","43,836","20,548","21,532","1,148","43,228","14,672","8,571",252,"23,495","19,623","19,430",726,"39,779","3,836","1,093",5,"4,934","12,535","15,653",476,"28,664","16,176","13,205",482,"29,864","22,062","19,862",634,"42,558","20,223","20,197",718,"41,138","27,953","30,678","1,722","60,352","27,665","29,827","1,452","58,945","18,516","6,483",-,"24,999","9,428","5,892",84,"15,404","29,086","35,748","2,128","66,963","23,774","27,466","1,659","52,899","24,554","28,268","1,460","54,281","18,972","21,114",509,"40,595","25,161","21,265",639,"47,065","25,983","33,415","3,355","62,753","20,172","7,762",51,"27,985","25,692","32,050","3,269","61,011","27,306","31,030","3,369","61,705","24,853","29,876","2,760","57,490","27,590","39,013","4,917","71,520","29,447","43,163","6,549","79,159","29,874","43,358","7,831","81,063","51,813","45,176","8,599","105,587","31,168","48,260","9,437","88,865","30,327","50,763","14,202","95,292","21,370","13,625","4,653","39,648","28,576","49,148","13,943","91,667","29,106","52,658","14,101","95,865","11,643","7,704",389,"19,736","23,051","21,436","3,214","47,701","53,188","45,386","10,680","109,254","53,756","52,058","12,514","118,328","51,406","47,959","13,001","112,366","52,616","50,328","13,621","116,565","55,089","47,181","15,087","117,357","55,807","52,690","16,774","125,271"
POLONNARUWA,-,-,-,"29,487",-,-,-,"30,713",-,-,-,"32,067",-,-,-,"30,253",-,-,-,"33,078","25,609","2,847","2,032","30,488","28,779","2,228","1,930","32,937","29,973","1,347","1,728","33,047","32,608","1,369","1,922","35,899","35,403","1,070","1,760","38,233","35,722",372,"1,008","37,102","39,142",432,"1,582","41,156","41,634",516,"1,278","43,428","41,874",538,989,"43,401","41,310","1,186",876,"43,372","41,804","1,140",792,"43,736","43,243","1,262",811,"45,316","42,904","1,185",603,"44,692","42,020","1,064",449,"43,532","44,875","2,143",963,"47,981","45,025","1,119",629,"46,774","47,287","2,067",848,"50,202","46,758","1,317",678,"48,753","46,528","1,253",705,"48,486","47,030","1,737","1,118","49,885","49,182","1,384",724,"51,290","49,785","1,491",946,"52,222","49,922","1,607","1,131","52,659","47,837","1,590","1,106","50,533","51,275","2,388","1,576","55,240","53,472","2,151","1,306","56,929","55,800","2,876","1,625","60,301","55,404","2,600","2,142","60,145","59,401","2,862","2,224","64,487","54,644","7,160","2,252","64,055","54,805","5,554",987,"61,346","66,447","6,445","1,594","74,486","56,774","6,628","1,721","65,123","42,034","5,175",573,"47,782","54,515","7,371","2,791","64,677","56,679","6,827","1,682","65,188","56,734","7,326","2,534","66,594","57,596","6,526","2,401","66,523","57,364","6,768","2,404","66,536","58,842","7,737","2,870","69,449","59,196","7,702","2,945","69,843"
BADULLA,-,-,-,"16,100",-,-,-,"16,032",-,-,-,"16,029",-,-,-,"12,586",-,-,-,"17,297","8,208","8,415","1,978","18,602","9,099","8,362","1,865","19,286","9,258","8,448","2,004","19,710","9,235","8,772","1,813","19,820","9,320","8,564",906,"18,790","9,297","8,164",928,"18,388","9,581","8,716","1,675","19,972","9,706","8,814","1,637","20,157","9,593","8,545",887,"19,024","9,494","8,185","2,090","19,769","9,727","8,359","2,231","20,317","9,563","8,122","2,164","19,849","9,404","8,154","2,008","19,565","9,318","7,473","1,815","18,606","10,132","8,859","2,779","21,770","9,921","8,763","2,492","21,177","9,864","8,559","2,444","20,870","10,343","8,569","2,585","21,498","10,012","8,144","2,416","20,573","10,070","8,216","2,965","21,251","10,257","7,808","2,942","21,007","10,359","8,666","3,087","22,112","10,394","8,550","3,212","22,156","10,397","8,632","3,231","22,260","10,770","10,055","4,463","25,288","10,808","8,803",506,"20,117","10,897","10,289","5,802","26,988","10,651","10,758","5,766","27,175","11,043","10,383","5,794","27,221","11,249","12,109","5,897","29,255","11,117","10,689","2,936","24,742","10,980","10,179","5,887","27,046","11,075","10,442","5,772","27,289","9,793","6,811","1,405","18,009","5,906","9,600","4,008","19,514","10,755","9,534","5,326","25,615","10,572","9,730","5,339","25,641","10,535","9,081","3,952","23,568","10,490","8,751","4,944","24,185","10,718","10,007","5,026","25,751","10,914","9,935","5,204","26,053"
MONARAGALA,-,-,-,"9,253",-,-,-,"9,955",-,-,-,"10,024",-,-,-,"7,823",-,-,-,"9,217","3,605","3,456","2,929","9,990","3,721","3,628","2,958","10,307","4,089","3,952","3,247","11,288","2,990","2,978","5,155","9,122","3,943","3,814","2,223","9,980","3,657","3,793","2,785","10,235","3,394","3,513","2,624","9,531","5,406","4,476","2,865","12,747","5,003","2,215","1,036","8,253","5,952","4,649","3,336","13,937","4,949","4,898","3,389","13,236","4,815","4,670","3,469","12,955","4,632","3,994","3,092","11,719","4,043","2,811",797,"7,650","5,197","5,494","3,628","14,319","5,106","5,211","3,665","13,982","4,714","4,716","3,527","12,958","3,859","3,560","3,459","10,878","3,858","4,606","3,542","12,007","4,688","5,771","4,150","14,610","4,814","5,412","4,428","14,654","4,795","5,761","5,306","15,862","5,444","6,154","5,148","16,746","6,646","7,611","8,814","23,071","6,829","7,615","10,970","25,415","6,623","5,525","1,470","13,618","9,659","8,406","9,294","27,360","9,580","9,236","11,729","30,544","7,728","9,299","14,958","31,986","9,275","10,368","17,087","36,730","7,534","8,942","7,161","23,637","7,736","10,231","17,850","35,817","9,271","10,409","17,976","37,656","5,974","4,900","1,751","12,625","9,086","10,069","10,572","29,727","7,050","9,073","10,057","26,180","8,619","10,721","14,313","33,653","8,813","10,573","14,828","34,214","8,693","10,552","14,943","34,188","9,446","11,741","14,386","35,573","9,370","11,686","15,419","36,475"
RATNAPURA,-,-,-,"15,006",-,-,-,"15,336",-,-,-,"15,729",-,-,-,"15,538",-,-,-,"16,256","1,729","8,130","6,275","16,134","1,614","2,464","5,956","16,034","1,564","8,684","5,924","16,172","1,555","8,379","5,617","15,551","1,460","8,403","5,354","15,217","1,428","8,318","5,375","15,121","4,779","8,429","5,494","18,702","1,398","8,417","5,012","14,827","1,395","8,048","5,000","14,443","1,416","8,132","5,390","14,938","1,412","8,116","5,185","14,713","1,579","7,953","5,299","14,830","1,687","7,563","5,129","14,379","1,703","8,108","5,193","15,004","1,947","8,596","5,125","15,667","2,049","8,484","5,063","15,595","1,939","8,171","4,847","14,956","1,825","8,051","4,589","14,465","1,997","7,788","4,333","14,118","1,841","6,919","3,926","12,686","1,902","6,843","3,868","12,613","1,899","6,627","3,702","12,228","1,868","6,631","3,696","12,196","1,904","5,952","3,237","11,092","1,821","6,313","3,772","11,906","1,979","7,019","3,968","12,965","2,102","7,171","4,213","13,485","5,014","7,256","4,191","16,461","2,027","7,014","3,891","12,933","2,210","7,058","3,306","12,574","2,082","6,742","3,051","11,875","2,197","6,584","2,955","11,736","2,119","6,269","2,737","11,125","1,851","4,247","1,651","7,749","2,102","5,345","2,509","9,956","3,804","5,022","2,333","11,159","3,902","4,708","2,127","10,737","4,074","6,000","3,277","13,351","4,164","5,857","3,020","13,041","4,683","6,662","3,253","14,598","4,485","5,787","2,636","12,908"
KEGALLE,-,-,-,"11,100",-,-,-,"10,763",-,-,-,"11,072",-,-,-,"11,124",-,-,-,"11,151",-,"2,417","8,696","11,115",-,"2,430","8,709","11,139",-,"2,386","8,757","11,143",-,"2,364","8,084","10,448",-,"2,474","8,636","11,110",-,"2,482","8,645","11,127",-,"2,518","8,594","11,112",-,"2,550","8,496","11,046",-,"2,482","8,442","10,924",-,"2,546","8,337","10,883",-,"2,557","8,364","10,922",-,"2,548","8,353","10,901",-,"2,533","8,291","10,825",-,"2,548","8,346","10,894",-,"2,245","7,948","10,193",-,"2,229","7,900","10,129",-,"2,162","7,642","9,804",-,"1,363","4,922","6,286",-,"2,118","7,209","9,327",-,"2,197","6,431","8,628",-,"1,861","5,090","6,951",-,"2,282","6,636","8,919",-,"2,223","6,553","8,776",-,"2,144","6,084","8,228",-,"2,331","4,844","7,174",-,"2,605","5,484","8,089",-,"2,704","5,628","8,331",-,"2,688","5,511","8,199",-,"2,395","4,657","7,052",-,"1,760","3,328","5,089",-,"2,066","3,880","5,946",-,"2,160","4,022","6,182",-,"1,757","3,956","5,713",-,686,"1,159","1,845",-,"1,744","3,980","5,724",-,"1,776","4,114","5,890",-,"1,553","3,785","5,338",-,"1,885","4,864","6,749",-,"1,779","4,512","6,291",-,741,"6,386","7,127",-,679,"5,446","6,125"
UDAWALAWE,-,-,-,"6,264",-,-,-,"7,242",-,-,-,"7,792",-,-,-,"9,887",-,-,-,"11,118","11,163",-,-,"11,163","10,560",-,-,"10,560","11,434",-,-,"11,434","11,465",-,-,"11,465","10,320",-,-,"10,320","10,574",-,-,"10,574","10,823",-,-,"10,823","10,595",-,-,"10,595","10,673",-,-,"10,673","10,483",-,-,"10,483","10,424",-,-,"10,424","10,102",-,-,"10,102","9,713",-,-,"9,713","8,884",-,-,"8,884","9,766",-,-,"9,766","9,024",-,-,"9,024","9,726",-,-,"9,726",653,-,-,653,"8,766",-,-,"8,766","8,901",-,-,"8,901","8,461",-,-,"8,461","8,884",-,-,"8,884","9,904",-,-,"9,904","9,460",-,-,"9,460","9,527",-,-,"9,527","11,517",-,-,"11,517","13,068",-,-,"13,068",-,-,-,-,"13,447",-,-,"13,447","12,278",-,-,"12,278","12,029",-,-,"12,029","12,366",-,-,"12,366","12,224",-,-,"12,224","1,206",-,-,"1,206","10,492",-,-,"10,492",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAHAWELI 'H',-,-,-,-,-,-,-,-,-,-,-,"15,231",-,-,-,"14,019",-,-,-,"21,604","22,220",-,-,"22,220","22,881",-,-,"22,881","22,915",-,-,"22,915","23,114",-,-,"23,114","25,513",-,-,"23,513","17,303",-,-,"17,303","21,813",-,-,"21,813","23,432",-,-,"23,432","23,176",-,-,"23,176","22,830",-,-,"22,830","24,058",-,-,"24,058","24,866",-,-,"24,866","24,453",-,-,"24,453","24,723",-,-,"24,723","25,236",-,-,"25,236","24,919",-,-,"24,919","24,974",-,-,"24,974","23,079",-,-,"23,079","24,417",-,-,"24,417","25,339",-,-,"25,339","24,854",-,-,"24,854","25,093",-,-,"25,093","25,106",-,-,"25,106","24,183",-,-,"24,183","24,178",-,-,"24,178","24,849",-,-,"24,849","25,012",-,-,"25,012",-,-,-,-,"24,215",-,-,"24,215","23,930",-,-,"23,930","22,629",-,-,"22,629","23,851",-,-,"23,851","24,037",-,-,"24,037","5,655",-,-,"5,655","15,002",-,-,"15,002",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SRI LANKA,-,-,-,"550,803",-,-,-,"554,410",-,-,-,"564,970",-,-,-,"478,217",-,-,-,"557,541","201,630","132,277","175,026","508,933","255,940","150,191","195,085","559,235","225,428","129,345","172,147","526,920","214,436","76,725","141,535","432,693","235,170","116,522","148,861","498,553","205,808","88,899","145,080","439,787","238,090","110,635","170,565","519,290",-,-,-,"416,987",-,-,-,"522,786","245,058","127,580","165,398","538,060","250,482","145,815","164,396","560,692","261,930","127,946","159,462","549,338","232,956","81,398","110,833","425,187","221,218","88,879","132,962","443,059","261,272","145,044","156,718","563,033","259,016","128,904","150,891","538,810","252,765","124,955","148,291","526,009","233,846","97,506","139,441","470,793","252,345","106,138","140,235","498,718","268,237","137,030","154,298","559,565","261,133","82,752","124,945","468,830","279,682","131,063","159,143","569,888","285,247","138,295","162,362","585,903","251,929","129,485","130,634","512,047","275,530","145,880","146,938","568,348","297,065","156,714","151,025","604,804","304,503","159,160","179,643","643,306","276,978","175,288","161,225","613,492","331,655","169,208","183,773","684,636","330,602","204,273","206,715","741,591","300,221","127,285","152,351","579,857","336,288","195,768","202,911","734,967","340,060","201,739","200,925","742,724","240,860","71,535","70,461","382,856","318,626","133,325","167,977","619,928","343,841","190,789","189,490","724,120","342,069","198,247","199,595","739,911","351,492","195,592","215,327","762,411","354,711","200,901","210,536","766,148","368,698","204,541","234,627","807,866","357,948","205,233","221,861","785,042"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"After the 2017/2018 Maha season, the respective districts include the Mahaweli H and Udawalawe areas",,,,,,,,,,,,,,,
